InstitutionName	City	State	HighestDegree	Type	Region	ReligAffil	Urbanization	Urban	Tuition	SatAvg	MeanEarnings10Years	NumUndergrads	PctMale	PctFemale	MedHHInc	PctLowIncome	PctFedLoan	AttendanceCost	AvgFacSal	CompletionRate	NumGradStudents	ExpenditurePerStudent	AdmitRate	MedianDebt	TuitionCat	SatAvgCat	MeanEarnings10YearsCat	NumUndergradsCat	PctMaleCat	PctFemaleCat	MedHHIncCat	PctLowIncomeCat	PctFedLoanCat	AttendanceCostCat	AvgFacSalCat	CompletionRateCat	NumGradStudentsCat	ExpenditurePerStudentCat	AdmitRateCat	MedianDebtCat
Pennsylvania State University-Penn State Hazleton	Hazleton	PA	Bachelors	Public	Northeast	No	Suburb.SmallCity	Suburb	8142	1046	57200	634	50.79	49.21	63381.69	26.88104245	67.33	27582	8667	0.5058	0	6349	0.8584	26000	1.Low	1.Low	3.High	1.Low	3.High	1.Low	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	1.Low	3.High	3.High
Pennsylvania State University-Penn State Lehigh Valley	Center Valley	PA	Graduate	Public	Northeast	No	Suburb.LgCity	Suburb	6139	1108	57200	841	55.77	44.23	63381.69	26.88104245	53.72	26729	7392	0.629	0	4786	0.8536	26000	1.Low	2.Medium	3.High	1.Low	3.High	1.Low	2.Medium	1.Low	1.Low	2.Medium	2.Medium	2.Medium	1.Low	1.Low	3.High	3.High
Pennsylvania State University-Penn State Mont Alto	Mont Alto	PA	Bachelors	Public	Northeast	No	Town.Fringe	Town	7576	1084	57200	710	45.92	54.08	63381.69	26.88104245	69.95	27014	8170	0.5016	0	5907	0.7617	26000	1.Low	2.Medium	3.High	1.Low	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	1.Low	2.Medium	3.High
Pennsylvania State University-Penn State New Kensington	New Kensington	PA	Bachelors	Public	Northeast	No	Rural.Fringe	Rural	7691	1091	57200	567	63.49	36.51	63381.69	26.88104245	67.18	23955	8010	0.4671	0	5997	0.8005	26000	1.Low	2.Medium	3.High	1.Low	3.High	1.Low	2.Medium	1.Low	2.Medium	1.Low	2.Medium	1.Low	1.Low	1.Low	3.High	3.High
Pennsylvania State University-Penn State Schuylkill	Schuylkill Haven	PA	Bachelors	Public	Northeast	No	Town.Distant	Town	6746	993	57200	564	41.49	58.51	63381.69	26.88104245	80	25726	8276	0.4385	0	5260	0.7367	26000	1.Low	1.Low	3.High	1.Low	2.Medium	2.Medium	2.Medium	1.Low	3.High	2.Medium	2.Medium	1.Low	1.Low	1.Low	2.Medium	3.High
Pennsylvania State University-Penn State Scranton	Dunmore	PA	Bachelors	Public	Northeast	No	Suburb.LgCity	Suburb	5497	1056	57200	970	48.25	51.75	63381.69	26.88104245	69.41	24371	8221	0.3964	0	4287	0.8228	26000	1.Low	1.Low	3.High	1.Low	3.High	1.Low	2.Medium	1.Low	2.Medium	1.Low	2.Medium	1.Low	1.Low	1.Low	3.High	3.High
Pennsylvania State University-Penn State Shenango	Sharon	PA	Bachelors	Public	Northeast	No	Suburb.LgCity	Suburb	9547	989	57200	317	32.81	67.19	63381.69	26.88104245	75.41	22649	7205	0.439	0	7444	0.7455	26000	1.Low	1.Low	3.High	1.Low	1.Low	3.High	2.Medium	1.Low	3.High	1.Low	2.Medium	1.Low	1.Low	1.Low	2.Medium	3.High
Pennsylvania State University-Penn State Wilkes-Barre	Lehman	PA	Graduate	Public	Northeast	No	Rural.Fringe	Rural	7950	1075	57200	401	71.07	28.93	63381.69	26.88104245	66.67	24039	8368	0.5338	9	6199	0.8601	26000	1.Low	1.Low	3.High	1.Low	3.High	1.Low	2.Medium	1.Low	2.Medium	1.Low	2.Medium	2.Medium	1.Low	1.Low	3.High	3.High
Pennsylvania State University-Penn State York	York	PA	Graduate	Public	Northeast	No	Suburb.MedCity	Suburb	6203	1164	57200	888	61.37	38.63	63381.69	26.88104245	43.57	25651	8732	0.5272	13	4837	0.8534	26000	1.Low	2.Medium	3.High	1.Low	3.High	1.Low	2.Medium	1.Low	1.Low	2.Medium	2.Medium	2.Medium	1.Low	1.Low	3.High	3.High
Pepperdine University	Malibu	CA	Graduate	Private.NonProfit	West	Yes	Suburb.LgCity	Suburb	31625	1330	77600	3619	40.78	59.22	79068.51	25.91493571	46.57	70862	12387	0.831	4334	12078	0.3565	25000	3.High	3.High	3.High	2.Medium	2.Medium	2.Medium	3.High	1.Low	1.Low	3.High	3.High	3.High	3.High	3.High	1.Low	2.Medium
Pfeiffer University	Misenheimer	NC	Graduate	Private.NonProfit	Southeast	Yes	Rural.Distant	Rural	12209	1025	45000	900	42.33	57.67	62403.22	40.80808081	90.61	42382	6808	0.4306	465	9848	0.6453	25000	2.Medium	1.Low	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	3.High	3.High	2.Medium	1.Low	1.Low	2.Medium	2.Medium	2.Medium	2.Medium
Piedmont College	Demorest	GA	Graduate	Private.NonProfit	Southeast	Yes	Town.Distant	Town	13170	1093	43400	1217	34.59	65.41	58219.12	37.71929825	72.41	37806	6897	0.5	1186	8227	0.5961	24636	2.Medium	2.Medium	1.Low	1.Low	1.Low	3.High	1.Low	3.High	3.High	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	1.Low	2.Medium
Pittsburg State University	Pittsburg	KS	Graduate	Public	Midwest	No	Town.Distant	Town	5364	1150	44400	5067	51.98	48.02	50242.27	31.51030711	62.07	18102	7365	0.5301	1223	6632	0.8958	19676	1.Low	2.Medium	1.Low	3.High	3.High	1.Low	1.Low	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	1.Low	3.High	1.Low
Point Loma Nazarene University	San Diego	CA	Graduate	Private.NonProfit	West	Yes	LargeCity	City	21015	1240	54400	3130	35.24	64.76	71269.62	29.07063197	58.9	49512	10189	0.7733	1457	8576	0.6893	22813	3.High	3.High	3.High	2.Medium	1.Low	3.High	3.High	2.Medium	2.Medium	3.High	3.High	3.High	3.High	2.Medium	2.Medium	2.Medium
Point Park University	Pittsburgh	PA	Graduate	Private.NonProfit	Northeast	No	LargeCity	City	15639	1098	42400	3170	40.41	59.59	54201.1	31.53104925	83.07	42216	8147	0.5969	903	8790	0.6507	27000	3.High	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	3.High	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	3.High
Point University	West Point	GA	Bachelors	Private.NonProfit	Southeast	Yes	Town.Distant	Town	9966	998	34700	1029	47.33	52.67	69033.68	43.08342133	79.57	32000	6194	0.3173	35	5018	0.5318	25000	2.Medium	1.Low	1.Low	1.Low	3.High	1.Low	3.High	3.High	3.High	2.Medium	1.Low	1.Low	1.Low	1.Low	1.Low	2.Medium
Pomona College	Claremont	CA	Bachelors	Private.NonProfit	West	No	Suburb.LgCity	Suburb	22245	1468	77300	1549	48.55	51.45	76544.99	36.98113208	13.63	69725	13451	0.9373	0	37400	0.0761	10040	3.High	3.High	3.High	1.Low	3.High	1.Low	3.High	2.Medium	1.Low	3.High	3.High	3.High	1.Low	3.High	1.Low	1.Low
Portland State University	Portland	OR	Graduate	Public	West	No	LargeCity	City	9467	1111	50800	18541	45.84	54.16	62889.32	53.73309818	44.65	21159	9650	0.4911	5354	9950	0.902	21426	1.Low	2.Medium	2.Medium	3.High	2.Medium	2.Medium	2.Medium	3.High	1.Low	1.Low	3.High	2.Medium	3.High	2.Medium	3.High	1.Low
Prairie View A & M University	Prairie View	TX	Graduate	Public	Southwest	No	Town.Distant	Town	5412	980	40700	8524	36.06	63.94	57579.55	50.1975366	74.11	23579	8205	0.3489	992	7486	0.7434	29902	1.Low	1.Low	1.Low	3.High	1.Low	3.High	1.Low	3.High	3.High	1.Low	2.Medium	1.Low	2.Medium	1.Low	2.Medium	3.High
Pratt Institute-Main	Brooklyn	NY	Graduate	Private.NonProfit	Northeast	No	LargeCity	City	33625	1213	48900	3591	29.91	70.09	75295.69	26.69811321	38.73	65249	10725	0.7215	1381	17019	0.507	25839	3.High	3.High	2.Medium	2.Medium	1.Low	3.High	3.High	1.Low	1.Low	3.High	3.High	3.High	3.High	3.High	1.Low	3.High
Presbyterian College	Clinton	SC	Graduate	Private.NonProfit	Southeast	Yes	Town.Distant	Town	17015	1115	50800	973	49.54	50.46	62666.83	24.58628842	52.9	51693	8018	0.6596	250	12698	0.6885	25503	3.High	2.Medium	2.Medium	1.Low	3.High	1.Low	2.Medium	1.Low	1.Low	3.High	2.Medium	3.High	2.Medium	3.High	2.Medium	3.High
Presentation College	Aberdeen	SD	Bachelors	Private.NonProfit	Midwest	Yes	Town.Remote	Town	15055	1050	38100	681	35.1	64.9	47349.48	28.57142857	78.38	31998	5238	0.2661	14	6543	0.9656	25500	2.Medium	1.Low	1.Low	1.Low	1.Low	3.High	1.Low	2.Medium	3.High	2.Medium	1.Low	1.Low	1.Low	1.Low	3.High	2.Medium
Princeton University	Princeton	NJ	Graduate	Private.NonProfit	Northeast	No	Suburb.LgCity	Suburb	12995	1503	116300	5301	51.07	48.93	81428.25	36.7576244	3.98	66950	20185	0.9638	2946	58337	0.0548	9850	2.Medium	3.High	3.High	3.High	3.High	1.Low	3.High	2.Medium	1.Low	3.High	3.High	3.High	3.High	3.High	1.Low	1.Low
Providence College	Providence	RI	Graduate	Private.NonProfit	Northeast	Yes	MidCity	City	26713	1294	73400	4079	45.28	54.72	83293.65	14.56386293	52.68	64808	10636	0.8597	542	13372	0.4897	27000	3.High	3.High	3.High	2.Medium	2.Medium	2.Medium	3.High	1.Low	1.Low	3.High	3.High	3.High	2.Medium	3.High	1.Low	3.High
Purdue University Fort Wayne	Fort Wayne	IN	Graduate	Public	Midwest	No	LargeCity	City	6651	1080	39800	7270	47.7	52.3	61940.3	34.85396384	48.18	18073	7643	0.3867	475	6438	0.9661	23127	1.Low	1.Low	1.Low	3.High	3.High	1.Low	2.Medium	2.Medium	1.Low	1.Low	2.Medium	1.Low	2.Medium	1.Low	3.High	2.Medium
Purdue University-Main Campus	West Lafayette	IN	Graduate	Public	Midwest	No	SmallCity	City	16369	1309	62200	33495	57.64	42.36	68624.95	17.98003677	32.29	22430	12418	0.8061	10739	19269	0.5798	19500	3.High	3.High	3.High	3.High	3.High	1.Low	2.Medium	1.Low	1.Low	1.Low	3.High	3.High	3.High	3.High	1.Low	1.Low
Queens University of Charlotte	Charlotte	NC	Graduate	Private.NonProfit	Southeast	Yes	LargeCity	City	12169	1142	49400	1695	33.04	66.96	69597.25	31.1965812	84.33	48369	7529	0.5309	770	9394	0.7854	25000	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	3.High	3.High	2.Medium	3.High	3.High	2.Medium	2.Medium	2.Medium	2.Medium	3.High	2.Medium
Quincy University	Quincy	IL	Graduate	Private.NonProfit	Midwest	Yes	Town.Remote	Town	8332	1079	46000	916	54.37	45.63	58100.78	28.48297214	90.17	39884	5574	0.5191	101	4211	0.6815	20196	1.Low	1.Low	2.Medium	1.Low	3.High	1.Low	1.Low	2.Medium	3.High	2.Medium	1.Low	2.Medium	1.Low	1.Low	2.Medium	1.Low
Quinnipiac University	Hamden	CT	Graduate	Private.NonProfit	Northeast	No	Suburb.LgCity	Suburb	28477	1190	67700	7371	38.8	61.2	87986.1	14.91467577	65.82	63157	11079	0.7708	2782	17239	0.7247	26899	3.High	3.High	3.High	3.High	1.Low	3.High	3.High	1.Low	2.Medium	3.High	3.High	3.High	3.High	3.High	2.Medium	3.High
Radford University-Carilion	Roanoke	VA	Graduate	Private.NonProfit	Southeast	No	SmallCity	City	19905	1022	58600	774	19.51	80.49	54974.55	38.4305835	79.69	40764	6905	0.439	352	12393	0.2995	24750	3.High	1.Low	3.High	1.Low	1.Low	3.High	1.Low	3.High	3.High	2.Medium	1.Low	1.Low	2.Medium	3.High	1.Low	2.Medium
Ramapo College of New Jersey	Mahwah	NJ	Graduate	Public	Northeast	No	Suburb.LgCity	Suburb	10021	1149	56300	5262	45.34	54.66	88597.61	28.07765152	59.15	27907	10507	0.7359	565	11956	0.6289	23079	2.Medium	2.Medium	3.High	3.High	2.Medium	2.Medium	3.High	2.Medium	2.Medium	2.Medium	3.High	3.High	2.Medium	3.High	2.Medium	2.Medium
Randall University	Moore	OK	Graduate	Private.NonProfit	Southwest	Yes	Suburb.LgCity	Suburb	10568	1034	38700	290	60	40	51563.32	45.37815126	65.75	24834	4047	0.2264	22	3793	0.505	21498	2.Medium	1.Low	1.Low	1.Low	3.High	1.Low	1.Low	3.High	2.Medium	1.Low	1.Low	1.Low	1.Low	1.Low	1.Low	1.Low
Randolph College	Lynchburg	VA	Graduate	Private.NonProfit	Southeast	No	SmallCity	City	12963	1081	41500	587	36.46	63.54	68832.25	30.79096045	79.7	54270	8386	0.5944	26	15248	0.8668	27000	2.Medium	1.Low	1.Low	1.Low	1.Low	3.High	2.Medium	2.Medium	3.High	3.High	2.Medium	2.Medium	1.Low	3.High	3.High	3.High
Randolph-Macon College	Ashland	VA	Bachelors	Private.NonProfit	Southeast	Yes	Suburb.LgCity	Suburb	17641	1139	54800	1478	47.09	52.91	76295.38	15.07293355	66.84	53515	8342	0.6569	0	10836	0.6711	27000	3.High	2.Medium	3.High	1.Low	3.High	1.Low	3.High	1.Low	2.Medium	3.High	2.Medium	3.High	1.Low	2.Medium	2.Medium	3.High
Reed College	Portland	OR	Graduate	Private.NonProfit	West	No	LargeCity	City	33701	1422	52700	1456	46.22	53.78	71777.6	15.76086957	41.77	69734	10712	0.8125	20	24198	0.3503	13465	3.High	3.High	2.Medium	1.Low	2.Medium	2.Medium	3.High	1.Low	1.Low	3.High	3.High	3.High	1.Low	3.High	1.Low	1.Low
Regent University	Virginia Beach	VA	Graduate	Private.NonProfit	Southeast	No	LargeCity	City	12605	1057	45600	4161	38.84	61.16	64029.38	51.3003096	91.2	29366	8175	0.5859	5536	4186	0.8167	24500	2.Medium	1.Low	2.Medium	2.Medium	1.Low	3.High	2.Medium	3.High	3.High	2.Medium	2.Medium	2.Medium	3.High	1.Low	3.High	2.Medium
Regis University	Denver	CO	Graduate	Private.NonProfit	West	Yes	LargeCity	City	15755	1160	62700	3926	39.99	60.01	74280.35	34.23423423	57.78	48280	7295	0.6912	3946	7498	0.6029	23500	3.High	2.Medium	3.High	2.Medium	1.Low	3.High	3.High	2.Medium	2.Medium	3.High	2.Medium	3.High	3.High	1.Low	1.Low	2.Medium
Reinhardt University	Waleska	GA	Graduate	Private.NonProfit	Southeast	Yes	Rural.Fringe	Rural	12417	1079	40500	1425	51.65	48.35	75577.26	34.7826087	72.39	36125	6149	0.2926	93	7022	0.898	22918	2.Medium	1.Low	1.Low	1.Low	3.High	1.Low	3.High	2.Medium	3.High	2.Medium	1.Low	1.Low	1.Low	1.Low	3.High	2.Medium
Rensselaer Polytechnic Institute	Troy	NY	Graduate	Private.NonProfit	Northeast	No	SmallCity	City	27840	1415	86000	6590	68.22	31.78	74851.88	16.92307692	52.19	70132	12554	0.862	1267	18249	0.4299	25500	3.High	3.High	3.High	3.High	3.High	1.Low	3.High	1.Low	1.Low	3.High	3.High	3.High	2.Medium	3.High	1.Low	2.Medium
Rhode Island College	Providence	RI	Graduate	Public	Northeast	No	Suburb.LgCity	Suburb	6657	994	43900	6480	30.6	69.4	61569.63	42.7894581	65.3	16619	8119	0.5	1082	9520	0.7346	21500	1.Low	1.Low	1.Low	3.High	1.Low	3.High	2.Medium	3.High	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	1.Low
Rhode Island School of Design	Providence	RI	Graduate	Private.NonProfit	Northeast	No	MidCity	City	40914	1319	56400	1994	32.35	67.65	80568.35	25.93457944	34.37	67556	10559	0.8915	473	19869	0.2387	27000	3.High	3.High	3.High	2.Medium	1.Low	3.High	3.High	1.Low	1.Low	3.High	3.High	3.High	2.Medium	3.High	1.Low	3.High
Rhodes College	Memphis	TN	Graduate	Private.NonProfit	Southeast	Yes	LargeCity	City	18944	1352	64800	1985	44.18	55.82	73395.81	11.72962227	42.58	61236	8491	0.8535	28	15554	0.4455	23000	3.High	3.High	3.High	2.Medium	2.Medium	2.Medium	3.High	1.Low	1.Low	3.High	2.Medium	3.High	1.Low	3.High	1.Low	2.Medium
Rice University	Houston	TX	Graduate	Private.NonProfit	Southwest	No	LargeCity	City	23358	1513	91600	3962	52.3	47.7	77707.58	18.79936809	15.2	63158	15985	0.9471	3132	43968	0.1113	11989	3.High	3.High	3.High	2.Medium	3.High	1.Low	3.High	1.Low	1.Low	3.High	3.High	3.High	3.High	3.High	1.Low	1.Low
Rider University	Lawrenceville	NJ	Graduate	Private.NonProfit	Northeast	No	Suburb.LgCity	Suburb	21510	1101	54100	3830	42.22	57.78	85423.56	27.18232044	75.2	57672	11079	0.6474	904	12413	0.6967	26000	3.High	2.Medium	3.High	2.Medium	2.Medium	2.Medium	3.High	2.Medium	3.High	3.High	3.High	3.High	2.Medium	3.High	2.Medium	3.High
Ripon College	Ripon	WI	Bachelors	Private.NonProfit	Midwest	No	Town.Distant	Town	15608	1155	51300	787	46.51	53.49	66802.94	17.94195251	72.96	52216	7561	0.6814	0	14026	0.69	27000	3.High	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	1.Low	3.High	3.High	2.Medium	3.High	1.Low	3.High	2.Medium	3.High
Roanoke College	Salem	VA	Bachelors	Private.NonProfit	Southeast	Yes	Suburb.MedCity	Suburb	15783	1154	52000	1981	42.3	57.7	74630.57	20.21791768	69.12	58293	7720	0.6703	0	10464	0.7249	27000	3.High	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	3.High	1.Low	2.Medium	3.High	2.Medium	3.High	1.Low	2.Medium	2.Medium	3.High
Robert Morris University	Moon Township	PA	Graduate	Private.NonProfit	Northeast	No	Suburb.LgCity	Suburb	19074	1131	53100	3979	55.62	44.38	59274.33	25.14840799	77.3	44962	11873	0.6367	890	8900	0.8413	27000	3.High	2.Medium	3.High	2.Medium	3.High	1.Low	2.Medium	1.Low	3.High	3.High	3.High	2.Medium	2.Medium	2.Medium	3.High	3.High
Roberts Wesleyan College	Rochester	NY	Graduate	Private.NonProfit	Northeast	Yes	Suburb.LgCity	Suburb	15707	1129	45700	1329	29.35	70.65	60753.22	26.94117647	69.86	43338	6536	0.681	404	10813	0.6461	22754	3.High	2.Medium	2.Medium	1.Low	1.Low	3.High	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	3.High	2.Medium	2.Medium	2.Medium	2.Medium
Rochester Institute of Technology	Rochester	NY	Graduate	Private.NonProfit	Northeast	No	Suburb.LgCity	Suburb	22053	1319	67800	12886	67.33	32.67	69175.72	24.65135357	67.62	54334	10453	0.6748	2950	18970	0.6602	27000	3.High	3.High	3.High	3.High	3.High	1.Low	3.High	1.Low	2.Medium	3.High	3.High	3.High	3.High	3.High	2.Medium	3.High
Rochester University	Rochester Hills	MI	Graduate	Private.NonProfit	Midwest	Yes	Suburb.LgCity	Suburb	12666	1002	39000	907	38.15	61.85	72043.03	46.4678179	81.6	30039	5861	0.3701	33	4970	1	23575	2.Medium	1.Low	1.Low	1.Low	1.Low	3.High	3.High	3.High	3.High	2.Medium	1.Low	1.Low	1.Low	1.Low	3.High	2.Medium
Rockford University	Rockford	IL	Graduate	Private.NonProfit	Midwest	No	MidCity	City	15223	1088	47800	972	44.55	55.45	64497.21	39.59044369	80.79	40569	5729	0.381	209	7071	0.4903	25000	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	3.High	3.High	2.Medium	1.Low	1.Low	1.Low	1.Low	1.Low	2.Medium
Rockhurst University	Kansas City	MO	Graduate	Private.NonProfit	Midwest	Yes	LargeCity	City	16256	1204	57300	1579	41.74	58.26	68699.32	15.52511416	66.05	50180	7257	0.7534	800	8079	0.6612	23000	3.High	3.High	3.High	1.Low	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	3.High	2.Medium	3.High	2.Medium	2.Medium	2.Medium	2.Medium
Rocky Mountain College	Billings	MT	Graduate	Private.NonProfit	West	Yes	MidCity	City	14223	1119	47100	879	50.74	49.26	51454.11	28.71690428	71.26	38639	6500	0.4904	100	10034	0.5845	25500	2.Medium	2.Medium	2.Medium	1.Low	3.High	1.Low	1.Low	2.Medium	3.High	2.Medium	1.Low	2.Medium	1.Low	2.Medium	1.Low	2.Medium
Roosevelt University	Chicago	IL	Graduate	Private.NonProfit	Midwest	No	LargeCity	City	19253	1123	47700	2377	34.41	65.59	70632.13	45.12964261	68.33	43501	8439	0.3895	1816	11099	0.6485	23014	3.High	2.Medium	2.Medium	2.Medium	1.Low	3.High	3.High	3.High	2.Medium	2.Medium	2.Medium	1.Low	3.High	2.Medium	2.Medium	2.Medium
Rose-Hulman Institute of Technology	Terre Haute	IN	Graduate	Private.NonProfit	Midwest	No	SmallCity	City	26939	1387	88500	2073	75.35	24.65	67724.52	9.36995153	50.27	65031	11027	0.8142	57	19518	0.682	26000	3.High	3.High	3.High	2.Medium	3.High	1.Low	2.Medium	1.Low	1.Low	3.High	3.High	3.High	1.Low	3.High	2.Medium	3.High
Rosemont College	Rosemont	PA	Graduate	Private.NonProfit	Northeast	Yes	Suburb.LgCity	Suburb	13160	1026	46700	544	37.13	62.87	57790.62	39.37198068	91.43	33685	5585	0.5333	373	5050	0.8866	27000	2.Medium	1.Low	2.Medium	1.Low	1.Low	3.High	1.Low	3.High	3.High	2.Medium	1.Low	2.Medium	2.Medium	1.Low	3.High	3.High
Rowan University	Glassboro	NJ	Graduate	Public	Northeast	No	Suburb.LgCity	Suburb	12155	1122	55400	15755	55.06	44.94	76692.58	29.41545212	60.46	31180	8693	0.7175	3345	11847	0.7272	21125	2.Medium	2.Medium	3.High	3.High	3.High	1.Low	3.High	2.Medium	2.Medium	2.Medium	2.Medium	3.High	3.High	3.High	2.Medium	1.Low
Rutgers University-Camden	Camden	NJ	Graduate	Public	Northeast	No	SmallCity	City	13810	1086	68100	5618	38.66	61.34	82669.68	35.81666667	64.33	26097	11354	0.58	1395	15311	0.7138	22032	2.Medium	2.Medium	3.High	3.High	1.Low	3.High	3.High	2.Medium	2.Medium	2.Medium	3.High	2.Medium	3.High	3.High	2.Medium	2.Medium
Rutgers University-New Brunswick	New Brunswick	NJ	Graduate	Public	Northeast	No	SmallCity	City	14088	1303	68100	35656	49.62	50.38	82669.68	35.81666667	49.35	29877	11843	0.8024	14215	16304	0.6011	22032	2.Medium	3.High	3.High	3.High	3.High	1.Low	3.High	2.Medium	1.Low	2.Medium	3.High	3.High	3.High	3.High	1.Low	2.Medium
Rutgers University-Newark	Newark	NJ	Graduate	Public	Northeast	No	LargeCity	City	18723	1105	68100	8761	44.74	55.26	82669.68	35.81666667	47.46	25083	13647	0.6425	4309	14220	0.6274	22032	3.High	2.Medium	3.High	3.High	2.Medium	2.Medium	3.High	2.Medium	1.Low	1.Low	3.High	2.Medium	3.High	3.High	2.Medium	2.Medium
Saginaw Valley State University	University Center	MI	Graduate	Public	Midwest	No	Suburb.MedCity	Suburb	9238	1101	42700	7431	40.29	59.71	57827.75	32.64411028	63.38	20893	8280	0.4297	796	7458	0.7739	26584	1.Low	2.Medium	1.Low	3.High	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	1.Low	2.Medium	1.Low	2.Medium	1.Low	3.High	3.High
Saint Ambrose University	Davenport	IA	Graduate	Private.NonProfit	Midwest	Yes	MidCity	City	18419	1132	50500	2289	44.74	55.26	63314.56	23.65988909	73.08	44319	7405	0.6707	736	9981	0.6269	25500	3.High	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	3.High	3.High	2.Medium	3.High	2.Medium	2.Medium	2.Medium	2.Medium
Saint Anselm College	Manchester	NH	Bachelors	Private.NonProfit	Northeast	Yes	Suburb.MedCity	Suburb	20942	1223	63200	2016	39.29	60.71	81185.61	8.68014269	71.06	56405	8902	0.7742	0	14799	0.7664	27000	3.High	3.High	3.High	2.Medium	1.Low	3.High	3.High	1.Low	2.Medium	3.High	3.High	3.High	1.Low	3.High	2.Medium	3.High
Saint Augustine's University	Raleigh	NC	Bachelors	Private.NonProfit	Southeast	Yes	LargeCity	City	14048	855	30000	767	50.59	49.41	57856.71	61.69354839	86.14	32156	5916	0.3083	0	9636	0.6341	35000	2.Medium	1.Low	1.Low	1.Low	3.High	1.Low	1.Low	3.High	3.High	2.Medium	1.Low	1.Low	1.Low	2.Medium	2.Medium	3.High
Saint Cloud State University	Saint Cloud	MN	Graduate	Public	Midwest	No	SmallCity	City	5668	1086	48600	8983	48.95	51.05	66422.48	32.21253632	60.67	19401	9802	0.4443	1800	7675	0.862	22150	1.Low	2.Medium	2.Medium	3.High	3.High	1.Low	2.Medium	2.Medium	2.Medium	1.Low	3.High	1.Low	3.High	1.Low	3.High	2.Medium
Saint Edward's University	Austin	TX	Graduate	Private.NonProfit	Southwest	Yes	LargeCity	City	23419	1185	55700	3757	37.93	62.07	71197.81	30.73538655	61.39	57226	8674	0.6345	512	10030	0.8639	25000	3.High	3.High	3.High	2.Medium	1.Low	3.High	3.High	2.Medium	2.Medium	3.High	2.Medium	2.Medium	2.Medium	2.Medium	3.High	2.Medium
Saint Francis University	Loretto	PA	Graduate	Private.NonProfit	Northeast	Yes	Town.Fringe	Town	14425	1146	57400	1668	34.41	65.59	55181.27	22.62678804	75.87	49177	7166	0.6909	509	9176	0.7538	27750	2.Medium	2.Medium	3.High	2.Medium	1.Low	3.High	1.Low	1.Low	3.High	3.High	2.Medium	3.High	2.Medium	2.Medium	2.Medium	3.High
Saint John Fisher College	Rochester	NY	Graduate	Private.NonProfit	Northeast	Yes	Suburb.LgCity	Suburb	20828	1171	52500	2728	41.42	58.58	63735.93	22.77777778	81.63	46635	9390	0.7284	969	11451	0.6445	23501	3.High	3.High	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	3.High	3.High	3.High	3.High	2.Medium	3.High	2.Medium	2.Medium
Saint Johns University	Collegeville	MN	Graduate	Private.NonProfit	Midwest	Yes	Rural.Fringe	Rural	18304	1209	67100	1667	100	0	71469.52	13.82823872	67.31	56340	8522	0.7572	110	14168	0.797	27000	3.High	3.High	3.High	2.Medium	3.High	1.Low	3.High	1.Low	2.Medium	3.High	2.Medium	3.High	1.Low	3.High	3.High	3.High
Saint Joseph's College of Maine	Standish	ME	Graduate	Private.NonProfit	Northeast	Yes	Rural.Fringe	Rural	12717	1069	47000	1412	35.34	64.66	63952.22	21.85338866	81.2	49818	6196	0.6266	666	7264	0.8362	27000	2.Medium	1.Low	2.Medium	1.Low	1.Low	3.High	2.Medium	1.Low	3.High	3.High	1.Low	2.Medium	2.Medium	1.Low	3.High	3.High
Saint Joseph's University	Philadelphia	PA	Graduate	Private.NonProfit	Northeast	Yes	LargeCity	City	22994	1214	65900	4814	45.16	54.84	79940.44	14.42093541	58.42	60391	10548	0.8002	2685	11327	0.7632	25000	3.High	3.High	3.High	3.High	2.Medium	2.Medium	3.High	1.Low	2.Medium	3.High	3.High	3.High	3.High	3.High	2.Medium	2.Medium
Saint Leo University	Saint Leo	FL	Graduate	Private.NonProfit	Southeast	Yes	Suburb.SmallCity	Suburb	11346	1079	50500	8484	41.24	58.76	58178.62	62.33618952	81.12	36961	8070	0.5142	3146	4586	0.6026	26000	2.Medium	1.Low	2.Medium	3.High	2.Medium	2.Medium	1.Low	3.High	3.High	2.Medium	2.Medium	2.Medium	3.High	1.Low	1.Low	3.High
